iteracija,u1,u2,u3,vrijednost
141,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
142,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
143,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
144,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
145,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
146,2.9813305283550693,0.5542871886169679,25006.261862851185,-10418003.794872
147,2.9878654245307206,0.7949650599028911,24994.03264913864,-10418010.70233
148,2.9878654245307206,0.7949650599028911,24994.03264913864,-10418010.70233
149,2.9878654245307206,0.7949650599028911,24994.03264913864,-10418010.70233
150,2.9878654245307206,0.7949650599028911,24994.03264913864,-10418010.70233
151,2.9878654245307206,0.7949650599028911,24994.03264913864,-10418010.70233
152,2.9878654245307206,0.7949650599028911,24994.03264913864,-10418010.70233
153,2.9878654245307206,0.7949650599028911,24994.03264913864,-10418010.70233
154,2.9878654245307206,0.7949650599028911,24994.03264913864,-10418010.70233
155,2.9878654245307206,0.7949650599028911,24994.03264913864,-10418010.70233
156,2.9878654245307206,0.7949650599028911,24994.03264913864,-10418010.70233
157,2.9878654245307206,0.7949650599028911,24994.03264913864,-10418010.70233
158,2.9878654245307206,0.7949650599028911,24994.03264913864,-10418010.70233
159,2.9878654245307206,0.7949650599028911,24994.03264913864,-10418010.70233
160,2.9878654245307206,0.7949650599028911,24994.03264913864,-10418010.70233
161,2.9878654245307206,0.7949650599028911,24994.03264913864,-10418010.70233
162,2.9878654245307206,0.7949650599028911,24994.03264913864,-10418010.70233
163,2.9878654245307206,0.7949650599028911,24994.03264913864,-10418010.70233
164,2.9878654245307206,0.7949650599028911,24994.03264913864,-10418010.70233
165,2.9878654245307206,0.7949650599028911,24994.03264913864,-10418010.70233
166,2.9878654245307206,0.7949650599028911,24994.03264913864,-10418010.70233
